current_lose_streak,current_win_streak,draw,avg_BODY_att,avg_BODY_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_GROUND_att,avg_GROUND_landed,avg_HEAD_att,avg_HEAD_landed,avg_KD,avg_LEG_att,avg_LEG_landed,avg_PASS,avg_REV,avg_SIG_STatt,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_att,avg_TD_landed,avg_TD_pct,avg_TOTAL_STatt,avg_TOTAL_STlanded,longest_win_streak,losses,avg_opp_BODY_att,avg_opp_BODY_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_opp_KD,avg_opp_LEG_att,avg_opp_LEG_landed,avg_opp_PASS,avg_opp_REV,avg_opp_SIG_STatt,avg_opp_SIG_STlanded,avg_opp_SIG_STpct,avg_opp_SUB_ATT,avg_opp_TD_att,avg_opp_TD_landed,avg_opp_TD_pct,avg_opp_TOTAL_STatt,avg_opp_TOTAL_STlanded,total_rounds_fought,total_time_fought(seconds),total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Name,Encode_IDs
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,157.48000000000005,,170.0,32.0,Phil Johns,1446
1.0,0.0,0.0,2.0,1.5,6.5,5.25,20.0,6.75,6.25,3.75,30.5,14.0,0.25,0.25,0.25,2.75,0.0,32.75,15.75,0.49,0.25,3.0,1.5,0.4825,49.25,28.75,1.0,2.0,7.5,6.75,6.5,5.25,18.0,7.5,6.25,6.0,21.0,10.25,0.5,2.25,1.75,0.5,0.25,30.75,18.75,0.585,0.5,0.75,0.0,0.0,54.75,40.75,7.0,405.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,195.58,208.28,250.0,26.0,Philip De Fries,1447
0.0,1.0,0.0,6.0,4.0,11.0,7.0,14.0,8.0,28.0,15.0,45.0,24.0,0.0,2.0,2.0,9.0,0.0,53.0,30.0,0.56,0.0,22.0,4.0,0.18,114.0,82.0,1.0,0.0,9.0,8.0,18.0,11.0,25.0,8.0,23.0,10.0,56.0,20.0,0.0,1.0,1.0,0.0,0.0,66.0,29.0,0.43,1.0,1.0,0.0,0.0,93.0,55.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,,185.0,23.0,Phillip Miller,1448
2.0,0.0,0.0,11.333333333333336,6.666666666666668,6.333333333333332,4.833333333333333,50.33333333333334,13.166666666666664,2.6666666666666665,0.8333333333333334,43.5,9.166666666666666,0.0,4.5,3.0,0.16666666666666666,0.3333333333333333,59.33333333333334,18.83333333333333,0.34,0.6666666666666666,3.1666666666666665,1.0,0.08333333333333333,86.33333333333331,43.66666666666666,1.0,5.0,9.5,5.833333333333332,8.666666666666666,6.5,45.0,15.0,13.5,7.5,45.16666666666666,13.166666666666664,0.0,12.5,10.0,1.5,0.0,67.16666666666667,29.0,0.4783333333333333,0.16666666666666666,4.5,3.5,0.86,86.0,45.16666666666666,16.0,760.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,175.26,182.88,145.0,33.0,Phillipe Nover,1449
2.0,0.0,0.0,25.2,16.2,19.4,11.4,79.4,30.6,9.2,7.0,71.0,24.8,0.0,11.8,8.0,1.2,0.0,108.0,49.0,0.47200000000000003,0.4,5.0,2.2,0.47,150.6,86.8,1.0,3.0,11.8,7.6,8.4,5.4,77.4,30.0,1.0,1.0,70.8,24.6,0.2,4.2,4.2,0.0,0.0,86.8,36.4,0.422,0.0,5.4,1.8,0.39,93.2,41.2,13.0,717.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,175.26,180.34,155.0,28.0,Piotr Hallmann,1450
1.0,0.0,0.0,10.333333333333334,7.0,21.66666666666667,17.333333333333332,21.66666666666667,7.666666666666668,2.6666666666666665,2.333333333333333,32.0,17.333333333333332,0.3333333333333333,3.6666666666666665,3.0,0.0,0.0,46.0,27.33333333333333,0.54,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,83.0,58.66666666666666,2.0,1.0,6.666666666666668,5.333333333333333,3.333333333333333,3.0,26.0,10.333333333333334,4.666666666666667,3.6666666666666665,14.333333333333336,3.6666666666666665,0.0,13.0,8.0,0.6666666666666666,0.0,34.0,17.0,0.5499999999999999,0.3333333333333333,6.0,0.6666666666666666,0.22,60.33333333333334,42.0,5.0,407.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,172.72,170.18,115.0,30.0,Poliana Botelho,1451
0.0,1.0,0.0,16.4,11.4,6.8,4.0,101.6,36.6,7.0,5.2,92.2,29.8,1.0,6.8,4.6,0.4,0.0,115.4,45.8,0.382,0.0,0.0,0.0,0.0,122.6,52.8,3.0,1.0,7.4,4.6,7.4,4.8,80.2,25.0,2.6,1.6,79.4,23.6,0.2,3.4,3.2,1.2,0.0,90.2,31.4,0.334,0.0,2.0,1.2,0.348,100.2,40.4,9.0,410.6,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,,180.34,180.34,155.0,34.0,Polo Reyes,1452
1.0,0.0,0.0,13.0,8.0,5.0,3.5,62.0,20.5,6.5,5.0,56.5,17.5,0.0,4.0,3.5,2.5,0.5,73.5,29.0,0.505,1.5,3.5,1.0,0.35,105.0,55.5,1.0,1.0,4.0,3.0,5.0,4.5,41.0,17.5,1.0,1.0,41.5,18.5,0.0,1.5,1.5,0.5,0.0,47.0,23.0,0.51,0.0,1.0,0.5,0.5,56.0,30.5,4.0,565.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,165.1,170.18,115.0,26.0,Polyana Viana,1453
2.0,0.0,0.0,10.5,7.5,6.0,3.5,117.0,35.0,0.0,0.0,109.0,28.0,0.0,3.5,3.0,0.0,0.0,123.0,38.5,0.24,0.0,0.0,0.0,0.0,125.5,40.0,0.0,2.0,12.5,10.5,10.5,6.0,94.5,50.5,50.0,44.5,135.0,84.0,0.0,7.5,6.5,3.0,0.5,155.0,101.0,0.69,2.0,6.5,2.0,0.59,227.0,170.0,5.0,732.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,165.1,125.0,30.0,Priscila Cachoeira,1454
1.0,0.0,0.0,8.0,1.0,0.0,0.0,50.0,9.0,0.0,0.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,0.18,0.0,1.0,0.0,0.0,51.0,9.0,0.0,1.0,9.0,7.0,2.0,1.0,41.0,15.0,6.0,4.0,35.0,10.0,1.0,5.0,3.0,0.0,0.0,49.0,20.0,0.4,0.0,1.0,1.0,1.0,55.0,26.0,1.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,193.04,155.0,29.0,Quinn Mulhern,1455
1.0,0.0,0.0,11.5,7.5,2.0,2.0,52.5,19.5,0.0,0.0,39.5,12.0,0.0,3.5,2.0,0.5,0.0,54.5,21.5,0.32,1.0,0.5,0.5,0.5,60.5,26.5,1.0,1.0,6.0,3.5,4.5,1.0,65.0,20.5,10.0,7.5,72.0,24.0,0.0,1.5,1.5,1.0,0.0,79.5,29.0,0.28500000000000003,0.5,4.0,0.0,0.0,94.5,44.0,4.0,480.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,160.02,157.48,125.0,27.0,Rachael Ostovich,1456
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,203.2,,245.0,,Rafael Carino,1457
2.0,0.0,0.0,15.615384615384615,10.923076923076923,11.807692307692307,8.846153846153848,82.80769230769229,31.923076923076927,10.961538461538463,7.153846153846153,78.23076923076924,27.30769230769231,0.19230769230769232,11.730769230769232,9.692307692307693,1.5,0.07692307692307693,105.57692307692308,47.92307692307693,0.453076923076923,0.6153846153846154,4.307692307692308,1.7307692307692308,0.29653846153846153,127.76923076923076,67.96153846153847,5.0,9.0,13.730769230769232,9.153846153846152,9.384615384615383,6.5769230769230775,102.92307692307692,33.57692307692308,5.730769230769232,3.8846153846153846,95.96153846153848,27.461538461538463,0.038461538461538464,8.346153846153848,7.4230769230769225,0.7692307692307693,0.07692307692307693,118.03846153846152,44.03846153846154,0.35076923076923083,0.07692307692307693,3.6538461538461537,1.5,0.245,138.11538461538458,62.230769230769226,74.0,794.7692307692308,4.0,0.0,0.0,10.0,4.0,3.0,0.0,17.0,Southpaw,172.72,177.8,170.0,34.0,Rafael Dos Anjos,1458
2.0,0.0,0.0,2.75,1.75,5.25,4.0,33.0,12.0,2.75,2.25,36.5,15.25,0.25,1.75,1.25,0.0,0.0,41.0,18.25,0.4825,0.0,0.0,0.0,0.0,44.5,21.5,1.0,3.0,8.25,6.5,7.5,5.5,45.0,18.5,16.75,13.0,51.5,22.0,0.25,9.5,8.5,0.75,0.0,69.25,37.0,0.535,0.0,7.75,3.75,0.25,102.25,64.25,8.0,473.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,185.42,185.42,205.0,35.0,Rafael Feijao,1459
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,172.72,180.34,155.0,26.0,Rafael Fiziev,1460
2.0,0.0,0.0,10.5,5.6875,6.75,4.875,64.3125,26.1875,13.125,9.0625,60.0,23.1875,0.3125,13.6875,11.25,2.375,0.0625,84.1875,40.125,0.468125,0.4375,6.5,2.25,0.2725,112.3125,65.0,4.0,7.0,7.25,4.5,5.4375,3.5,62.6875,22.4375,7.3125,5.375,57.625,18.3125,0.3125,10.5625,8.5,1.0,0.4375,75.4375,31.3125,0.4175,0.125,2.0625,0.4375,0.07250000000000001,90.25,44.8125,43.0,782.75,0.0,0.0,2.0,5.0,1.0,1.0,0.0,9.0,Orthodox,182.88,193.04,185.0,34.0,Rafael Natal,1461
1.0,0.0,0.0,9.428571428571429,5.285714285714286,6.142857142857142,2.2857142857142856,63.42857142857143,18.428571428571427,8.714285714285714,5.571428571428571,61.42857142857143,15.714285714285715,0.0,7.428571428571429,5.285714285714286,2.4285714285714284,0.2857142857142857,78.28571428571429,26.285714285714285,0.3814285714285714,1.2857142857142858,5.428571428571429,2.0,0.28428571428571425,120.85714285714286,64.28571428571429,1.0,5.0,14.714285714285715,10.571428571428571,8.0,5.7142857142857135,80.42857142857143,26.42857142857143,7.857142857142858,5.857142857142858,71.85714285714286,19.714285714285715,0.5714285714285714,9.714285714285714,7.7142857142857135,1.0,0.0,96.28571428571428,38.0,0.3642857142857143,1.4285714285714286,1.2857142857142858,1.1428571428571428,0.4,117.14285714285714,57.57142857142857,18.0,710.8571428571429,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,172.72,180.34,155.0,32.0,Rafaello Oliveira,1462
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,,199.0,,Rainy Martinez,1463
0.0,2.0,0.0,10.0,6.5,15.5,10.0,53.0,23.0,9.0,5.5,63.5,28.0,0.0,4.0,4.0,0.0,0.0,77.5,38.5,0.495,0.0,7.5,2.0,0.305,92.0,52.5,2.0,0.0,9.5,5.0,9.5,7.5,65.5,12.5,1.0,0.5,55.0,8.5,0.0,11.5,7.0,0.0,0.0,76.0,20.5,0.275,0.0,2.5,0.5,0.1,93.0,36.0,6.0,900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Southpaw,177.8,193.04,170.0,31.0,Ramazan Emeev,1464
0.0,1.0,0.0,3.5,3.0,3.0,2.5,30.0,12.0,2.0,1.5,23.5,5.5,0.5,8.0,7.5,0.0,0.0,35.0,16.0,0.405,1.0,2.0,1.0,0.25,43.5,24.0,1.0,1.0,5.0,4.0,0.5,0.0,20.0,8.0,15.0,5.5,27.0,6.5,0.5,3.5,3.0,2.5,0.5,35.5,13.5,0.345,2.5,0.0,0.0,0.0,45.5,23.0,3.0,430.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,177.8,198.12,205.0,24.0,Rameau Thierry Sokoudjou,1465
3.0,0.0,0.0,9.833333333333334,8.5,16.666666666666668,11.0,58.91666666666666,19.666666666666668,5.666666666666668,3.9166666666666665,67.58333333333333,22.33333333333333,0.6666666666666666,3.8333333333333335,3.75,0.75,0.0,81.25,34.583333333333336,0.4575,0.0,1.6666666666666667,0.5,0.2141666666666667,103.75,56.33333333333334,3.0,5.0,9.916666666666666,7.166666666666668,14.0,9.75,77.08333333333333,25.66666666666667,11.5,7.666666666666668,75.5,22.16666666666667,0.08333333333333333,17.166666666666668,13.75,1.9166666666666667,0.08333333333333333,102.58333333333331,43.08333333333334,0.4325000000000001,0.75,5.416666666666668,1.5,0.2266666666666667,124.33333333333331,61.83333333333334,36.0,851.4166666666665,4.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,Orthodox,185.42,185.42,205.0,36.0,Rampage Jackson,1466
1.0,0.0,0.0,6.111111111111112,3.2222222222222223,5.222222222222221,2.7777777777777777,40.0,14.555555555555555,12.333333333333336,8.11111111111111,48.22222222222222,19.666666666666668,0.3333333333333333,3.2222222222222223,2.555555555555556,2.2222222222222223,0.1111111111111111,57.555555555555564,25.444444444444446,0.3655555555555556,0.6666666666666666,4.666666666666667,2.6666666666666665,0.5677777777777778,95.11111111111113,57.33333333333334,3.0,4.0,4.0,2.0,4.111111111111111,2.1111111111111107,30.0,8.666666666666666,2.555555555555556,2.2222222222222223,30.555555555555557,9.888888888888891,0.3333333333333333,2.1111111111111107,1.1111111111111112,0.5555555555555556,0.2222222222222222,36.66666666666666,13.0,0.3444444444444445,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.18444444444444447,45.555555555555564,21.11111111111111,17.0,464.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,Orthodox,180.34,190.5,155.0,27.0,Ramsey Nijem,1467
2.0,0.0,0.0,4.7,3.3,9.7,6.7,78.5,25.5,10.8,8.5,88.2,32.3,0.0,6.1,5.1,2.4,0.4,99.0,40.7,0.40299999999999997,0.2,5.6,1.5,0.34,138.9,76.0,1.0,6.0,10.3,6.8,9.7,7.5,101.9,32.5,7.3,5.5,95.5,28.0,0.0,13.1,10.7,1.9,0.4,118.9,45.5,0.405,0.3,2.6,1.2,0.28,146.7,69.2,28.0,837.4,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,Orthodox,162.56,160.02,115.0,33.0,Randa Markos,1468
0.0,1.0,0.0,7.166666666666668,5.333333333333333,9.833333333333334,8.166666666666666,53.66666666666666,17.5,12.166666666666664,8.5,61.5,24.5,0.16666666666666666,7.0,4.333333333333333,0.5,0.16666666666666666,75.66666666666667,34.166666666666664,0.4666666666666666,0.5,1.6666666666666667,0.6666666666666666,0.43,90.0,46.33333333333334,2.0,2.0,4.0,2.333333333333333,5.333333333333333,3.6666666666666665,46.66666666666666,19.33333333333333,8.5,4.833333333333333,40.833333333333336,11.666666666666664,0.0,15.666666666666664,13.833333333333336,1.5,0.16666666666666666,60.5,27.83333333333333,0.4466666666666666,0.6666666666666666,5.5,1.1666666666666667,0.17500000000000002,95.83333333333331,56.83333333333334,16.0,692.3333333333335,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Orthodox,190.5,198.12,170.0,28.0,Randy Brown,1469
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,185.42,135.0,24.0,Randy Costa,1470
0.0,3.0,0.0,4.304347826086956,3.739130434782609,13.173913043478262,10.217391304347826,21.782608695652176,8.826086956521738,21.217391304347824,14.565217391304348,47.47826086956522,25.82608695652174,0.043478260869565216,4.391304347826087,4.043478260869565,2.130434782608696,0.08695652173913042,56.17391304347826,33.608695652173914,0.6234782608695649,0.4782608695652174,4.391304347826087,2.260869565217391,0.587391304347826,88.52173913043478,64.73913043478261,7.0,7.0,3.4782608695652173,2.9565217391304346,6.782608695652174,4.521739130434782,26.43478260869565,7.521739130434782,6.826086956521738,4.521739130434782,33.869565217391305,11.304347826086955,0.3043478260869565,2.6956521739130435,2.3043478260869565,0.4782608695652174,0.13043478260869565,40.04347826086956,16.565217391304348,0.4078260869565217,0.39130434782608703,1.391304347826087,0.5652173913043478,0.18434782608695646,59.52173913043478,34.91304347826087,61.0,719.3478260869565,16.0,1.0,0.0,4.0,6.0,4.0,1.0,16.0,Orthodox,185.42,190.5,205.0,47.0,Randy Couture,1471
0.0,3.0,0.0,5.6,3.8666666666666663,2.1333333333333333,1.2666666666666666,38.0,11.866666666666667,6.533333333333332,5.066666666666666,36.4,10.8,0.0,4.666666666666667,3.533333333333333,2.933333333333333,0.3333333333333333,46.66666666666666,18.2,0.47,1.4,6.2,2.2666666666666666,0.3573333333333334,85.13333333333334,51.73333333333333,4.0,4.0,3.6,2.933333333333333,1.3333333333333333,0.9333333333333332,21.6,8.4,5.7333333333333325,4.733333333333333,21.73333333333333,8.8,0.0,3.333333333333333,2.333333333333333,1.1333333333333333,0.3333333333333333,28.66666666666667,14.066666666666665,0.4466666666666667,0.26666666666666666,1.3333333333333333,1.0,0.4606666666666666,64.33333333333333,45.6,36.0,645.4,0.0,0.0,1.0,4.0,0.0,6.0,0.0,11.0,Orthodox,167.64,170.18,135.0,34.0,Rani Yahya,1472
0.0,2.0,0.0,3.5,2.5,4.5,4.0,75.5,35.0,24.5,19.5,99.0,54.5,0.5,2.0,1.5,2.0,0.0,104.5,58.5,0.555,0.5,3.0,2.5,0.875,139.0,89.0,2.0,0.0,8.0,4.0,4.0,3.0,128.0,55.5,7.0,5.5,115.5,48.5,0.0,15.5,11.5,0.0,0.0,139.0,64.0,0.475,0.0,2.0,0.5,0.165,158.0,81.0,5.0,620.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,170.18,170.18,135.0,32.0,Raoni Barcelos,1473
0.0,4.0,0.0,11.153846153846152,6.6923076923076925,6.384615384615384,3.8461538461538463,101.23076923076924,38.692307692307686,6.230769230769232,4.615384615384615,84.38461538461539,26.23076923076923,0.15384615384615385,18.30769230769231,14.230769230769232,0.8461538461538461,0.0,113.84615384615385,47.153846153846146,0.41769230769230775,0.15384615384615385,3.0,1.0,0.2538461538461539,124.3846153846154,57.07692307692307,7.0,2.0,12.769230769230768,7.384615384615384,2.9230769230769234,1.3846153846153846,101.6153846153846,29.0,0.07692307692307693,0.07692307692307693,77.92307692307692,13.230769230769232,0.07692307692307693,13.923076923076925,9.846153846153848,0.15384615384615385,0.0,104.6153846153846,30.461538461538463,0.3023076923076923,0.38461538461538464,2.4615384615384617,0.4615384615384616,0.0923076923076923,109.07692307692308,34.230769230769226,35.0,746.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,11.0,Orthodox,165.1,167.64,135.0,36.0,Raphael Assuncao,1474
1.0,0.0,0.0,14.444444444444445,11.222222222222221,21.66666666666667,16.22222222222222,76.1111111111111,29.777777777777782,7.0,5.4444444444444455,83.0,33.77777777777778,0.0,7.333333333333332,6.4444444444444455,0.7777777777777778,0.0,104.77777777777777,51.444444444444436,0.5133333333333333,1.0,3.4444444444444446,1.2222222222222223,0.5422222222222223,129.11111111111111,73.44444444444444,4.0,3.0,23.444444444444446,13.888888888888891,21.66666666666667,13.777777777777779,106.0,32.44444444444444,2.1111111111111107,1.5555555555555556,95.77777777777777,26.66666666666667,0.0,10.555555555555557,7.222222222222222,0.8888888888888888,0.1111111111111111,129.77777777777777,47.77777777777778,0.4155555555555556,0.1111111111111111,4.111111111111111,1.4444444444444444,0.3133333333333333,153.88888888888889,68.66666666666667,26.0,850.3333333333335,1.0,0.0,1.0,3.0,0.0,2.0,0.0,6.0,Orthodox,170.18,170.18,135.0,30.0,Raquel Pennington,1475
3.0,0.0,0.0,5.0,4.666666666666667,11.0,8.333333333333334,41.333333333333336,17.0,0.6666666666666666,0.0,47.33333333333334,20.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,53.0,25.33333333333333,0.49,0.0,1.0,0.0,0.0,56.33333333333334,28.33333333333333,0.0,3.0,6.333333333333332,5.666666666666668,11.666666666666664,8.0,87.0,34.333333333333336,16.666666666666668,12.666666666666664,97.33333333333331,39.66666666666666,0.6666666666666666,11.666666666666664,9.666666666666666,2.0,0.0,115.33333333333331,55.0,0.5166666666666666,0.6666666666666666,2.0,1.0,0.25,133.33333333333334,69.33333333333333,5.0,441.33333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,193.04,205.0,36.0,Rashad Coulter,1476
4.0,0.0,0.0,6.1818181818181825,3.954545454545455,8.772727272727273,5.227272727272728,54.77272727272727,16.318181818181817,10.5,6.3181818181818175,65.45454545454545,21.954545454545453,0.18181818181818185,2.409090909090909,1.9545454545454544,1.6363636363636365,0.045454545454545456,74.04545454545455,27.863636363636363,0.3872727272727273,0.0,5.636363636363638,2.409090909090909,0.34909090909090906,89.95454545454545,41.86363636363637,5.0,8.0,11.818181818181818,7.636363636363638,13.909090909090908,8.454545454545455,74.4090909090909,22.63636363636364,1.318181818181818,0.9090909090909092,72.0,20.0,0.2272727272727273,5.8181818181818175,4.363636363636363,0.2272727272727273,0.0,89.63636363636364,32.0,0.3445454545454546,0.4545454545454545,2.363636363636364,0.6363636363636364,0.20318181818181816,102.77272727272728,43.95454545454545,61.0,784.6818181818181,4.0,1.0,4.0,3.0,6.0,0.0,0.0,14.0,Orthodox,182.88,190.5,205.0,38.0,Rashad Evans,1477
1.0,0.0,0.0,29.6,18.0,10.8,8.6,106.4,51.4,6.4,4.2,78.8,33.8,1.0,15.2,12.4,0.6,0.0,123.6,64.2,0.53,0.2,1.2,0.8,0.4,145.0,82.6,4.0,1.0,20.0,11.6,15.2,10.0,76.6,29.8,0.4,0.0,53.8,12.6,0.0,18.4,15.6,0.8,0.0,92.2,39.8,0.42,0.2,4.4,0.6,0.104,99.6,45.0,15.0,899.4,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Orthodox,175.26,177.8,155.0,32.0,Rashid Magomedov,1478
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,125.0,23.0,Raulian Paiva,1479
1.0,0.0,0.0,7.0,5.375,6.125,4.0,18.375,4.375,14.25,10.25,30.5,12.5,0.0,1.25,0.75,5.25,0.25,38.75,18.625,0.5125000000000001,1.375,6.25,2.75,0.54625,61.125,38.75,3.0,3.0,14.25,11.0,8.25,6.875,33.625,11.5,9.875,8.875,33.5,13.0,0.0,4.0,3.25,3.625,0.375,51.75,27.25,0.425,0.375,2.875,1.75,0.27,88.5,59.75,24.0,851.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,Orthodox,162.56,160.02,135.0,25.0,Ray Borg,1480
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Ray Wizard,1481
1.0,0.0,0.0,3.0,2.0,3.0,1.0,53.0,12.0,0.0,0.0,46.0,5.0,0.0,7.0,6.0,0.0,0.0,56.0,13.0,0.23,0.0,1.0,0.0,0.0,58.0,15.0,0.0,1.0,5.0,4.0,2.0,1.0,24.0,12.0,3.0,2.0,22.0,9.0,0.0,2.0,2.0,2.0,0.0,29.0,15.0,0.51,1.0,1.0,1.0,1.0,33.0,19.0,1.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,,205.0,27.0,Razak Al-Hassan,1482
1.0,0.0,0.0,5.0,2.0,13.0,10.0,39.0,19.0,1.0,1.0,25.0,8.0,0.0,23.0,20.0,0.0,0.0,53.0,30.0,0.56,0.0,5.0,1.0,0.2,118.0,95.0,0.0,1.0,14.0,12.0,31.0,22.0,37.0,12.0,6.0,4.0,49.0,17.0,0.0,11.0,9.0,2.0,0.0,74.0,38.0,0.51,0.0,4.0,2.0,0.5,89.0,51.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,,205.0,35.0,Reese Andy,1483
1.0,0.0,0.0,13.5,11.5,10.5,7.0,55.0,21.0,15.0,11.5,61.5,24.5,0.0,5.5,3.5,0.5,0.0,80.5,39.5,0.455,1.0,2.5,1.5,0.375,125.5,81.0,1.0,1.0,15.5,11.5,16.5,12.0,57.0,18.5,5.0,2.5,58.5,19.5,0.5,4.5,2.0,1.0,0.0,78.5,33.0,0.415,2.0,2.0,1.5,0.375,103.0,52.0,5.0,692.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,170.18,165.1,135.0,34.0,Reginaldo Vieira,1484
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.0,2.75,3.0,2.75,0.0,0.25,0.0,1.25,0.0,3.25,2.75,0.415,0.5,0.75,0.75,0.75,11.25,10.75,2.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,1.0,0.25,0.0,0.25,0.25,0.25,0.0,1.25,0.5,0.2075,0.25,0.5,0.25,0.125,9.75,8.5,4.0,239.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,Southpaw,190.5,,260.0,,Remco Pardoel,1485
3.0,0.0,0.0,20.666666666666668,11.333333333333336,9.733333333333333,6.2666666666666675,137.33333333333334,45.93333333333333,4.4,2.7333333333333334,116.33333333333331,33.13333333333333,0.26666666666666666,14.466666666666667,10.466666666666667,0.9333333333333332,0.0,151.46666666666667,54.93333333333333,0.3793333333333333,0.3333333333333333,3.333333333333333,1.4666666666666666,0.282,166.73333333333332,69.0,7.0,6.0,15.666666666666664,10.466666666666667,7.533333333333332,5.2,124.0,47.6,4.533333333333333,3.466666666666667,111.26666666666668,38.46666666666667,0.2,9.133333333333333,7.333333333333332,0.2,0.0,136.06666666666666,56.26666666666666,0.37799999999999995,0.13333333333333333,2.6,0.2,0.15,154.4,73.13333333333334,46.0,857.1333333333333,6.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,Orthodox,167.64,177.8,135.0,32.0,Renan Barao,1486
